Date PDT,Temp F,PcpAc in,∆Pcp in,SWE in,∆SWE  in,SnoHt in,∆SnoHt in
Jan 4 7:00,19,31.4,0,22.8,0,61,0
Jan 4 6:00,19,31.4,0,22.9,0.1,61,0
Jan 4 5:00,19,31.4,0,22.9,0.1,61,0
Jan 4 4:00,20,31.4,0,22.9,0.1,61,-1
Jan 4 3:00,20,31.4,0,22.9,0.1,61,0
Jan 4 2:00,21,31.4,0,22.8,0,61,-1
Jan 4 1:00,22,31.4,0,22.8,0,60,-2
Jan 4 0:00,22,31.4,0,22.8,0,60,-2
Jan 3 23:00,20,31.4,0,22.8,0,60,
Jan 3 22:00,19,31.4,0,22.8,0,61,
Jan 3 21:00,22,31.4,0,22.8,0,62,
Jan 3 20:00,22,31.4,0,22.8,0,62,
Jan 3 19:00,22,31.4,0,22.8,0,62,
Jan 3 18:00,24,31.4,0,22.8,0,62,
Jan 3 17:00,25,31.4,0,22.9,0.1,62,
Jan 3 16:00,27,31.4,0,22.8,0,62,3
Jan 3 15:00,27,31.4,0,22.9,0.1,62,1
Jan 3 14:00,28,31.4,0,22.9,0.1,61,
Jan 3 13:00,28,31.4,0,22.9,0.1,62,3
Jan 3 12:00,26,31.4,0,22.8,0,62,
Jan 3 11:00,24,31.4,0,22.8,0,62,3
Jan 3 9:00,21,31.4,0.1,22.8,0,62,0
Jan 3 8:00,21,31.4,0.1,22.8,0,61,1
Jan 3 7:00,21,31.4,0,22.8,0,61,0
Jan 3 6:00,20,31.4,0.1,22.8,0,61,0
Jan 3 5:00,20,31.4,0.1,22.8,0,61,-1
Jan 3 4:00,19,31.4,0.1,22.8,0,62,0
Jan 3 3:00,18,31.4,0.1,22.8,0,61,-1
Jan 3 2:00,18,31.4,0.1,22.8,0,62,0
Jan 3 1:00,18,31.4,0.1,22.8,0,62,-1
Jan 3 0:00,17,31.4,0.1,22.8,0,62,0
Jan 2 23:00,15,31.4,0.1,22.8,0,,
Jan 2 22:00,15,31.4,0.1,22.8,0,,
Jan 2 21:00,15,31.4,0,22.8,0,,
Jan 2 20:00,14,31.4,0,22.8,0,,
Jan 2 19:00,14,31.4,0,22.8,0,,
Jan 2 18:00,15,31.4,0,22.8,0,,
Jan 2 17:00,16,31.4,0,22.8,0,,
Jan 2 16:00,17,31.4,0,22.8,0,59,-3
Jan 2 15:00,20,31.4,0,22.8,0,61,-1
Jan 2 14:00,21,31.4,0,22.8,0,,
Jan 2 13:00,21,31.4,0,22.8,0,59,-3
Jan 2 12:00,20,31.4,0,22.8,0,,
Jan 2 11:00,20,31.4,0,22.8,0,59,-3
Jan 2 10:00,19,31.3,-0.1,22.8,0,62,-1
Jan 2 9:00,15,31.3,-0.1,22.8,0,62,-1
Jan 2 8:00,14,31.3,-0.1,22.8,0,60,-3
Jan 2 7:00,14,31.4,0,22.8,0,61,-2
Jan 2 6:00,15,31.3,-0.1,22.8,0,61,-1
Jan 2 5:00,16,31.3,-0.1,22.8,0,62,-1
Jan 2 4:00,17,31.3,-0.1,22.8,0,62,1
Jan 2 3:00,19,31.3,-0.1,22.8,0,62,0
Jan 2 2:00,21,31.3,-0.1,22.8,0,62,0
Jan 2 1:00,19,31.3,-0.1,22.8,0,63,2
Jan 2 0:00,18,31.3,-0.1,22.8,0,62,-2
Jan 1 23:00,18,31.3,-0.1,22.8,0,62,-2
Jan 1 22:00,18,31.3,-0.1,22.8,0,62,-1
Jan 1 21:00,17,31.4,0,22.8,0,62,-2
Jan 1 20:00,17,31.4,0,22.8,0,63,-2
Jan 1 19:00,18,31.4,0,22.8,0,62,-3
Jan 1 18:00,19,31.4,0,22.8,0,62,-1
Jan 1 17:00,20,31.4,0,22.8,0,62,-3
Jan 1 16:00,22,31.4,0,22.8,0,62,
Jan 1 15:00,22,31.4,0,22.8,0,62,-3
Jan 1 14:00,23,31.4,0,22.8,0,62,-1
Jan 1 13:00,26,31.4,0,22.8,0,62,0
Jan 1 12:00,23,31.4,0.1,22.8,0,62,0
Jan 1 11:00,24,31.4,0.1,22.8,0,62,0
Jan 1 10:00,19,31.4,0.1,22.8,0,63,1
Jan 1 9:00,19,31.4,0.1,22.8,0,63,1
Jan 1 8:00,20,31.4,0.1,22.8,0,63,
Jan 1 7:00,21,31.4,0.1,22.8,0,63,
Jan 1 6:00,25,31.4,0.1,22.8,0,62,
Jan 1 5:00,25,31.4,0.1,22.8,0,63,
Jan 1 4:00,26,31.4,0.1,22.8,0,61,
Jan 1 3:00,25,31.4,0.1,22.8,0,62,-3
Jan 1 2:00,26,31.4,0.1,22.8,0,62,-2
Jan 1 1:00,24,31.4,0.1,22.8,0,61,-2
Dec 31 23:00,23,31.4,0.1,22.8,0,64,
Dec 31 22:00,26,31.4,0.1,22.8,0,63,1
Dec 31 21:00,21,31.4,0.1,22.8,0,64,
Dec 31 20:00,23,31.4,0.1,22.8,0,65,
Dec 31 19:00,24,31.4,0.1,22.8,0,65,
Dec 31 18:00,25,31.4,0.1,22.8,0,63,-2
Dec 31 17:00,27,31.4,0.2,22.8,0.1,65,
Dec 31 16:00,27,31.4,0.2,22.8,0.1,,
Dec 31 15:00,30,31.4,0.2,22.8,0.1,65,0
Dec 31 14:00,31,31.4,0.2,22.8,0.1,63,
Dec 31 13:00,32,31.4,0.2,22.8,0.1,62,-3
Dec 31 12:00,31,31.3,0.1,22.8,0.1,62,-4
Dec 31 11:00,30,31.3,0.3,22.8,0.1,62,
Dec 31 10:00,29,31.3,0.4,22.8,0.2,62,
Dec 31 9:00,29,31.3,1,22.8,0.2,62,
Dec 31 8:00,26,31.3,1,22.8,0.2,,
Dec 31 7:00,28,31.3,1,22.8,0.2,,
Dec 31 6:00,29,31.3,1,22.8,0.2,,
Dec 31 5:00,29,31.3,1,22.8,0.2,,
Dec 31 4:00,29,31.3,1,22.8,0.2,,
Dec 31 3:00,28,31.3,1,22.8,0.2,65,
Dec 31 2:00,28,31.3,1,22.8,0.3,64,
Dec 31 1:00,28,31.3,1.1,22.8,0.5,63,-1
Dec 30 23:00,30,31.3,1.3,22.8,0.9,,
Dec 30 22:00,29,31.3,1.3,22.8,1,62,
Dec 30 21:00,28,31.3,1.3,22.8,1.1,,
Dec 30 20:00,29,31.3,1.3,22.8,1.2,,
Dec 30 19:00,30,31.3,1.4,22.8,1.3,,
Dec 30 18:00,30,31.3,1.4,22.8,1.3,65,
Dec 30 17:00,31,31.2,1.3,22.7,1.2,,
Dec 30 16:00,31,31.2,1.3,22.7,1.2,,
Dec 30 15:00,31,31.2,1.3,22.7,1.2,65,
Dec 30 14:00,32,31.2,1.3,22.7,1.2,,
Dec 30 13:00,32,31.2,1.3,22.7,1.3,65,
Dec 30 12:00,32,31.2,1.3,22.7,1.3,66,11
Dec 30 11:00,31,31,1.2,22.7,1.3,,
Dec 30 10:00,32,30.9,1.1,22.6,1.2,,
Dec 30 9:00,31,30.3,0.5,22.6,1.3,,
Dec 30 8:00,30,30.3,0.5,22.6,1.3,,
Dec 30 7:00,30,30.3,0.5,22.6,1.3,,
Dec 30 6:00,27,30.3,0.5,22.6,1.3,,
Dec 30 5:00,28,30.3,0.6,22.6,1.3,,
Dec 30 4:00,30,30.3,0.5,22.6,1.3,,
Dec 30 3:00,29,30.3,0.5,22.6,1.3,,
Dec 30 2:00,27,30.3,0.5,22.5,1.2,,
Dec 30 1:00,27,30.2,0.5,22.3,1,64,
Dec 30 0:00,27,30.1,0.3,22.1,0.8,,
Dec 29 23:00,26,30,0.3,21.9,0.6,,
Dec 29 22:00,26,30,0.3,21.8,0.5,,
Dec 29 21:00,27,30,0.3,21.7,0.4,57,
Dec 29 20:00,28,30,0.3,21.6,0.3,56,
Dec 29 19:00,28,29.9,0.2,21.5,0.2,,
Dec 29 18:00,29,29.9,0.2,21.5,0.2,,
Dec 29 17:00,30,29.9,0.2,21.5,0.2,,
Dec 29 16:00,29,29.9,0.2,21.5,0.1,,
Dec 29 15:00,30,29.9,0.2,21.5,0.1,,
Dec 29 14:00,30,29.9,0.2,21.5,0.1,,
Dec 29 13:00,29,29.9,0.5,21.4,0,,
Dec 29 12:00,29,29.9,0.6,21.4,0,55,-2
Dec 29 11:00,28,29.8,0.5,21.4,0,56,-3
Dec 29 10:00,28,29.8,0.5,21.4,0,,
Dec 29 9:00,28,29.8,0.5,21.3,-0.1,,
Dec 29 8:00,28,29.8,0.5,21.3,-0.1,,
Dec 29 7:00,26,29.8,0.5,21.3,-0.1,,
Dec 29 6:00,26,29.8,0.5,21.3,-0.1,,
Dec 29 5:00,27,29.7,0.4,21.3,-0.1,,
Dec 29 4:00,27,29.8,0.5,21.3,-0.2,,
Dec 29 3:00,27,29.8,0.5,21.3,-0.2,,
Dec 29 2:00,27,29.8,0.5,21.3,-0.2,,
Dec 29 1:00,28,29.7,0.4,21.3,-0.2,,
Dec 29 0:00,28,29.8,0.5,21.3,-0.2,,
Dec 28 23:00,28,29.7,0.4,21.3,-0.2,,
Dec 28 22:00,27,29.7,0.4,21.3,-0.2,,
Dec 28 21:00,25,29.7,0.5,21.3,-0.2,,
Dec 28 20:00,25,29.7,0.5,21.3,-0.2,,
Dec 28 19:00,26,29.7,0.5,21.3,-0.1,,
Dec 28 18:00,26,29.7,0.6,21.3,0,,
Dec 28 17:00,27,29.7,0.7,21.3,0.1,59,
Dec 28 16:00,28,29.7,0.7,21.4,0.3,57,
Dec 28 15:00,28,29.7,0.7,21.4,0.4,59,
Dec 28 14:00,29,29.7,0.8,21.4,0.5,59,
Dec 28 13:00,28,29.4,0.5,21.4,0.5,59,
Dec 28 12:00,27,29.3,0.5,21.4,0.6,57,5
Dec 28 11:00,27,29.3,0.6,21.4,0.7,59,
Dec 28 10:00,27,29.3,0.7,21.4,0.6,,
Dec 28 9:00,26,29.3,0.8,21.4,0.6,,
Dec 28 8:00,26,29.3,0.8,21.4,0.6,,
Dec 28 7:00,26,29.3,0.9,21.4,0.7,,
Dec 28 6:00,26,29.3,1.1,21.4,0.7,,
Dec 28 5:00,26,29.3,1.2,21.4,0.7,,
Dec 28 4:00,26,29.3,1.2,21.5,0.8,,
Dec 28 3:00,26,29.3,1.4,21.5,0.9,,
Dec 28 2:00,26,29.3,1.5,21.5,0.8,61,5
Dec 28 1:00,27,29.3,1.5,21.5,0.7,,
Dec 28 0:00,28,29.3,1.7,21.5,0.7,,
Dec 27 23:00,28,29.3,1.9,21.5,0.8,,
Dec 27 22:00,28,29.3,2.1,21.5,0.8,,
Dec 27 21:00,28,29.2,2.2,21.5,1,59,4
Dec 27 20:00,29,29.2,2.4,21.5,1.1,63,7
Dec 27 19:00,29,29.2,2.5,21.4,1.1,59,3
Dec 27 18:00,29,29.1,2.5,21.3,1,61,5
Dec 27 17:00,31,29,2.5,21.2,1,,
Dec 27 16:00,31,29,2.6,21.1,1,,
Dec 27 15:00,31,29,2.7,21,0.9,,
Dec 27 14:00,32,28.9,2.6,20.9,0.8,,
Dec 27 13:00,33,28.9,2.6,20.9,0.7,,
Dec 27 12:00,33,28.8,2.6,20.8,0.6,52,-2
Dec 27 11:00,34,28.7,2.6,20.7,0.4,,
Dec 27 10:00,34,28.6,2.5,20.8,0.4,52,-2
Dec 27 9:00,35,28.5,2.6,20.8,0.3,,
Dec 27 8:00,35,28.5,2.8,20.8,0.3,51,-4
Dec 27 7:00,35,28.4,2.8,20.7,0.2,52,-4
Dec 27 6:00,35,28.2,2.8,20.7,0.2,52,-4
Dec 27 5:00,34,28.1,2.9,20.7,0.3,53,-3
Dec 27 4:00,34,28.1,3,20.7,0.5,52,-4
Dec 27 3:00,36,27.9,3,20.6,0.5,55,-2
Dec 27 2:00,37,27.8,2.9,20.7,0.6,56,-1
Dec 27 1:00,39,27.8,2.9,20.8,0.6,54,-4
Dec 27 0:00,37,27.6,2.8,20.8,0.6,54,-4
Dec 26 23:00,34,27.4,2.6,20.7,0.5,55,-3
Dec 26 22:00,35,27.2,2.4,20.7,0.5,55,-3
Dec 26 21:00,35,27,2.2,20.5,0.3,55,-3
Dec 26 20:00,34,26.8,2,20.4,0.2,56,-2
Dec 26 19:00,34,26.7,2,20.3,0.1,56,-2
Dec 26 18:00,33,26.6,1.9,20.3,0.1,56,-3
Dec 26 17:00,34,26.5,1.8,20.2,0,52,-7
Dec 26 16:00,34,26.4,1.7,20.1,-0.1,49,-11
Dec 26 15:00,34,26.3,1.6,20.1,-0.1,50,-10
Dec 26 14:00,34,26.3,1.6,20.1,-0.1,51,-9
Dec 26 13:00,35,26.3,1.6,20.2,0,53,-7
Dec 26 12:00,35,26.2,1.6,20.2,0.1,54,-6
Dec 26 11:00,37,26.1,1.5,20.3,0.2,55,-5
Dec 26 10:00,39,26.1,1.5,20.4,0.4,54,-6
Dec 26 9:00,40,25.9,1.4,20.5,0.5,56,-4
Dec 26 8:00,40,25.7,1.2,20.5,0.5,55,-5
Dec 26 7:00,40,25.6,1.1,20.5,0.5,56,-4
Dec 26 6:00,41,25.4,0.9,20.5,0.4,56,-4
Dec 26 5:00,41,25.2,0.7,20.4,0.3,56,-4
Dec 26 4:00,40,25.1,0.6,20.2,0,56,-4
Dec 26 3:00,42,24.9,0.4,20.1,-0.1,57,-4
Dec 26 2:00,42,24.9,0.4,20.1,-0.1,57,-4
Dec 26 1:00,41,24.9,0.4,20.2,0,58,-3
Dec 26 0:00,43,24.8,0.3,20.2,0,58,-3
Dec 25 23:00,43,24.8,0.3,20.2,-0.1,58,-3
Dec 25 22:00,43,24.8,0.3,20.2,-0.1,58,-3
Dec 25 21:00,43,24.8,0.3,20.2,-0.2,58,-3
Dec 25 20:00,43,24.8,0.3,20.2,-0.3,58,-4
Dec 25 19:00,43,24.7,0.2,20.2,-0.4,58,-3
Dec 25 18:00,45,24.7,0.2,20.2,-0.5,59,-2
Dec 25 17:00,46,24.7,0.2,20.2,-0.6,59,-2
Dec 25 16:00,45,24.7,0.2,20.2,-0.7,60,-2
Dec 25 15:00,39,24.7,0.2,20.2,-0.8,60,-2
Dec 25 14:00,38,24.7,0.2,20.2,-1,60,-2
Dec 25 13:00,38,24.7,0.3,20.2,-1.2,60,-2
Dec 25 12:00,38,24.6,0.3,20.1,-1.4,60,-2
Dec 25 11:00,37,24.6,0.5,20.1,-1.4,60,-3
Dec 25 10:00,36,24.6,0.7,20,-0.6,60,-3
Dec 25 9:00,35,24.5,0.8,20,0,60,-3
Dec 25 8:00,35,24.5,0.9,20,0,60,-3
Dec 25 7:00,36,24.5,1,20,0.1,60,-3
Dec 25 6:00,34,24.5,1,20.1,0.2,60,-3
Dec 25 5:00,34,24.5,1,20.1,0.3,60,-3
Dec 25 4:00,35,24.5,1,20.2,0.6,60,-3
Dec 25 3:00,38,24.5,1.1,20.2,0.7,61,-3
Dec 25 2:00,38,24.5,1.1,20.2,0.8,61,-3
Dec 25 1:00,38,24.5,1.1,20.2,0.8,61,-3
Dec 25 0:00,38,24.5,1.2,20.2,0.8,61,-3
Dec 24 23:00,38,24.5,1.2,20.3,0.9,61,-3
Dec 24 22:00,38,24.5,1.2,20.3,0.9,61,-3
Dec 24 21:00,40,24.5,1.2,20.4,1,61,-3
Dec 24 20:00,39,24.5,1.2,20.5,1.1,62,-2
Dec 24 19:00,39,24.5,1.2,20.6,1.2,61,-3
Dec 24 18:00,40,24.5,1.2,20.7,1.3,61,-3
Dec 24 17:00,40,24.5,1.3,20.8,1.5,61,-4
Dec 24 16:00,42,24.5,1.3,20.9,1.7,62,-3
Dec 24 15:00,38,24.5,1.3,21,1.9,62,-3
Dec 24 14:00,39,24.5,1.3,21.2,2.1,62,-3
Dec 24 13:00,38,24.4,1.3,21.4,2.4,62,-3
Dec 24 12:00,37,24.3,1.2,21.5,2.5,62,-3
Dec 24 11:00,38,24.1,1.1,21.5,2.5,63,-3
Dec 24 10:00,38,23.9,1.1,20.6,1.7,63,-3
Dec 24 9:00,38,23.7,1,20,1.2,63,-2
Dec 24 8:00,38,23.6,0.9,20,1.2,63,-2
Dec 24 7:00,36,23.5,0.9,19.9,1.1,63,-2
Dec 24 6:00,36,23.5,0.9,19.9,1.2,63,-2
Dec 24 5:00,38,23.5,1.1,19.8,1.2,63,0
Dec 24 4:00,36,23.5,1.2,19.6,1.2,63,3
Dec 24 3:00,36,23.4,1.2,19.5,1.2,64,4
Dec 24 2:00,37,23.4,1.3,19.4,1.1,64,5
Dec 24 1:00,36,23.4,1.4,19.4,1.2,64,3
Dec 24 0:00,35,23.3,1.3,19.4,1.2,64,5
Dec 23 23:00,34,23.3,1.3,19.4,1.2,64,3
Dec 23 22:00,35,23.3,1.3,19.4,1.2,64,5
Dec 23 21:00,35,23.3,1.3,19.4,1.2,64,4
Dec 23 20:00,34,23.3,1.3,19.4,1.2,64,3
Dec 23 19:00,34,23.3,1.3,19.4,1.2,64,6
Dec 23 18:00,34,23.3,1.3,19.4,1.2,64,4
Dec 23 17:00,35,23.2,1.2,19.3,1.1,65,5
Dec 23 16:00,35,23.2,1.2,19.2,1,65,6
Dec 23 15:00,36,23.2,1.2,19.1,0.9,65,6
Dec 23 14:00,37,23.2,1.2,19.1,0.9,65,5
Dec 23 13:00,36,23.1,1.1,19,0.8,65,5
Dec 23 12:00,37,23.1,1.1,19,0.8,65,4
Dec 23 11:00,36,23,1,19,0.9,66,7
Dec 23 10:00,29,22.8,0.8,18.9,0.8,66,6
Dec 23 9:00,5,22.7,0.7,18.8,0.7,65,5
Dec 23 8:00,-1,22.7,0.7,18.8,0.7,65,5
Dec 23 7:00,-4,22.6,0.6,18.8,0.7,65,4
Dec 23 6:00,-4,22.6,0.6,18.7,0.6,65,3
Dec 23 5:00,-5,22.4,0.4,18.6,0.5,63,3
Dec 23 4:00,-6,22.3,0.3,18.4,0.3,60,0
Dec 23 3:00,-6,22.2,0.2,18.3,0.2,60,0
Dec 23 2:00,-6,22.1,0.1,18.3,0.2,59,-1
Dec 23 1:00,-6,22,-0.1,18.2,0.1,61,1
Dec 23 0:00,-7,22,-0.1,18.2,0.1,59,-1
Dec 22 23:00,-7,22,-0.1,18.2,0,61,1
Dec 22 22:00,-7,22,-0.1,18.2,0,59,-1
Dec 22 21:00,-7,22,-0.1,18.2,0,60,
Dec 22 20:00,-7,22,-0.1,18.2,0,61,
Dec 22 19:00,-7,22,-0.1,18.2,0,58,
Dec 22 18:00,-6,22,-0.1,18.2,0,60,
Dec 22 17:00,-7,22,-0.1,18.2,0,60,
Dec 22 16:00,-5,22,-0.1,18.2,0,59,-3
Dec 22 15:00,-5,22,-0.2,18.2,0,59,-4
Dec 22 14:00,-3,22,-0.2,18.2,0,60,-3
Dec 22 13:00,-3,22,-0.2,18.2,0,60,-2
Dec 22 12:00,-5,22,-0.2,18.2,0,61,-2
Dec 22 11:00,-6,22,-0.2,18.1,-0.1,59,-3
Dec 22 10:00,-9,22,-0.2,18.1,-0.1,60,
Dec 22 9:00,-10,22,-0.2,18.1,-0.1,60,-3
Dec 22 8:00,-11,22,-0.1,18.1,-0.1,60,
Dec 22 7:00,-10,22,-0.1,18.1,-0.1,61,-3
Dec 22 6:00,-9,22,-0.1,18.1,-0.1,62,-2
Dec 22 5:00,-8,22,-0.1,18.1,-0.1,60,-4
Dec 22 4:00,-10,22,-0.1,18.1,-0.1,60,-3
Dec 22 3:00,-9,22,-0.2,18.1,-0.1,60,-5
Dec 22 2:00,-7,22,-0.2,18.1,-0.1,60,-5
Dec 22 1:00,-5,22.1,-0.1,18.1,-0.1,60,-5
Dec 22 0:00,-6,22.1,-0.1,18.1,-0.2,60,-6
Dec 21 23:00,-5,22.1,-0.1,18.2,-0.1,60,-6
Dec 21 22:00,-2,22.1,-0.1,18.2,-0.1,60,-6
Dec 21 21:00,0,22.1,-0.1,18.2,-0.1,,
Dec 21 20:00,2,22.1,-0.1,18.2,-0.2,,
Dec 21 19:00,6,22.1,-0.1,18.2,-0.2,,
Dec 21 18:00,8,22.1,-0.1,18.2,-0.2,,
Dec 21 17:00,8,22.1,-0.1,18.2,-0.2,,
Dec 21 16:00,7,22.1,-0.1,18.2,-0.1,62,-6
Dec 21 15:00,7,22.2,0,18.2,0,63,-5
Dec 21 14:00,10,22.2,0.1,18.2,0,63,-2
Dec 21 13:00,12,22.2,0.2,18.2,0.2,62,
Dec 21 12:00,13,22.2,0.2,18.2,0.2,63,2
Dec 21 11:00,15,22.2,0.3,18.2,0.3,62,
Dec 21 10:00,15,22.2,0.3,18.2,0.4,,
Dec 21 9:00,14,22.2,0.4,18.2,0.5,63,1
Dec 21 8:00,13,22.1,0.3,18.2,0.5,,
Dec 21 7:00,14,22.1,0.3,18.2,0.6,64,
Dec 21 6:00,12,22.1,0.4,18.2,0.6,64,
Dec 21 5:00,9,22.1,0.4,18.2,0.6,64,
Dec 21 4:00,8,22.1,0.4,18.2,0.7,63,
Dec 21 3:00,9,22.2,0.6,18.2,0.7,65,
Dec 21 2:00,14,22.2,0.6,18.2,0.8,65,7
Dec 21 1:00,15,22.2,0.6,18.2,0.8,65,3
Dec 21 0:00,11,22.2,0.6,18.3,0.9,66,
Dec 20 23:00,12,22.2,0.6,18.3,1,66,
Dec 20 22:00,16,22.2,0.7,18.3,1,66,8
Dec 20 21:00,17,22.2,0.7,18.3,1,66,
Dec 20 20:00,21,22.2,0.8,18.4,1.2,66,9
Dec 20 19:00,23,22.2,0.8,18.4,1.2,66,10
Dec 20 18:00,26,22.2,0.8,18.4,1.2,66,7
Dec 20 17:00,28,22.2,0.8,18.4,1.2,67,8
Dec 20 16:00,29,22.2,0.8,18.3,1.2,68,8
Dec 20 15:00,30,22.2,0.8,18.2,1.1,68,9
Dec 20 14:00,31,22.1,0.8,18.2,1.1,65,6
Dec 20 13:00,31,22,0.7,18,1,,
Dec 20 12:00,31,22,0.7,18,1,61,
Dec 20 11:00,31,21.9,0.6,17.9,0.9,,
Dec 20 10:00,30,21.9,0.6,17.8,0.8,61,
Dec 20 9:00,29,21.8,0.5,17.7,0.7,62,
Dec 20 8:00,28,21.8,0.5,17.7,0.7,61,
Dec 20 7:00,27,21.8,0.5,17.6,0.6,,
Dec 20 6:00,28,21.7,0.4,17.6,0.6,,
Dec 20 5:00,26,21.7,0.4,17.6,0.6,,
Dec 20 4:00,27,21.7,0.4,17.5,0.5,,
Dec 20 3:00,27,21.6,0.4,17.5,0.5,,
Dec 20 2:00,27,21.6,0.4,17.4,0.4,58,1
Dec 20 1:00,27,21.6,0.4,17.4,0.4,62,
Dec 20 0:00,27,21.6,0.4,17.4,0.4,,
Dec 19 23:00,26,21.6,0.4,17.3,0.3,,
Dec 19 22:00,23,21.5,0.3,17.3,0.3,58,
Dec 19 21:00,21,21.5,0.3,17.3,0.3,,
Dec 19 20:00,21,21.4,0.2,17.2,0.3,57,
Dec 19 19:00,20,21.4,0.2,17.2,0.2,56,
Dec 19 18:00,20,21.4,0.2,17.2,0.2,59,
Dec 19 17:00,21,21.4,0.2,17.2,0.3,59,
Dec 19 16:00,21,21.4,0.2,17.1,0.2,60,
Dec 19 15:00,21,21.4,0.2,17.1,0.2,59,5
Dec 19 14:00,21,21.3,0.1,17.1,0.2,59,3
Dec 19 13:00,20,21.3,0.1,17,0.1,,
Dec 19 12:00,20,21.3,0.1,17,0.1,,
Dec 19 11:00,20,21.3,0.1,17,0.1,,
Dec 19 10:00,19,21.3,0.2,17,0.1,,
Dec 19 9:00,18,21.3,0.1,17,0.1,,
Dec 19 8:00,17,21.3,0.2,17,0.1,,
Dec 19 7:00,17,21.3,0.2,17,0.2,,
Dec 19 6:00,17,21.3,0.2,17,0.2,,
Dec 19 5:00,17,21.3,0.2,17,0.2,,
Dec 19 4:00,18,21.3,0.2,17,0.2,,
Dec 19 3:00,18,21.2,0.1,17,0.2,,
Dec 19 2:00,19,21.2,0.1,17,0.2,57,0
Dec 19 1:00,19,21.2,0.1,17,0.2,,
Dec 19 0:00,19,21.2,0.1,17,0.2,,
Dec 18 23:00,19,21.2,0.1,17,0.2,,
Dec 18 22:00,19,21.2,0.1,17,0.2,,
Dec 18 21:00,20,21.2,0.1,17,0.2,,
Dec 18 20:00,20,21.2,0.1,16.9,0.1,,
Dec 18 19:00,20,21.2,0.1,17,0.1,,
Dec 18 18:00,22,21.2,0,17,0.1,,
Dec 18 17:00,22,21.2,0,16.9,0,,
Dec 18 16:00,22,21.2,0,16.9,0,,
Dec 18 15:00,23,21.2,0,16.9,0,54,-3
Dec 18 14:00,24,21.2,0,16.9,0,56,-2
Dec 18 13:00,26,21.2,0,16.9,0,56,-2
Dec 18 12:00,24,21.2,0,16.9,0.1,56,-2
Dec 18 11:00,23,21.2,0.1,16.9,0.1,57,-1
Dec 18 10:00,23,21.1,0,16.9,0.1,55,-2
Dec 18 9:00,23,21.2,0.1,16.9,0.1,56,-2
Dec 18 8:00,23,21.1,0,16.9,0.1,56,-2
Dec 18 7:00,23,21.1,0,16.8,0,57,1
Dec 18 6:00,23,21.1,0,16.8,0,57,-1
Dec 18 5:00,23,21.1,0,16.8,0,57,-1
Dec 18 4:00,23,21.1,0,16.8,0,56,-2
Dec 18 3:00,23,21.1,0,16.8,0,57,-1
Dec 18 2:00,22,21.1,0,16.8,0,57,-1
Dec 18 1:00,20,21.1,0,16.8,0,57,-1
Dec 18 0:00,18,21.1,0,16.8,0,57,-1
Dec 17 23:00,17,21.1,0,16.8,0,57,-1
Dec 17 22:00,19,21.1,0,16.8,0,57,-1
Dec 17 21:00,19,21.1,0,16.8,0,57,-2
Dec 17 20:00,23,21.1,0,16.8,0,57,-1
Dec 17 19:00,23,21.1,0,16.9,0.1,57,-1
Dec 17 18:00,23,21.2,0.1,16.9,0.1,57,-1
Dec 17 17:00,23,21.2,0,16.9,0.1,57,-2
Dec 17 16:00,25,21.2,0.1,16.9,0.1,57,-2
Dec 17 15:00,27,21.2,0.1,16.9,0.1,57,-2
Dec 17 14:00,29,21.2,0.1,16.9,0.1,58,-1
Dec 17 13:00,29,21.2,0.1,16.9,0.1,58,-1
Dec 17 12:00,29,21.2,0.1,16.8,0,58,-1
Dec 17 11:00,29,21.1,0,16.8,0,58,-1
Dec 17 10:00,28,21.1,0,16.8,0,57,-2
Dec 17 9:00,25,21.1,0,16.8,0,58,-1
Dec 17 8:00,24,21.1,0,16.8,0,58,-1
Dec 17 7:00,22,21.1,0,16.8,0,56,-3
Dec 17 6:00,22,21.1,0,16.8,0,58,-1
Dec 17 5:00,23,21.1,0,16.8,0,58,-2
Dec 17 4:00,24,21.1,0,16.8,0,58,-2
Dec 17 3:00,24,21.1,0,16.8,0.1,58,-2
Dec 17 2:00,23,21.1,0,16.8,0.1,58,-2
Dec 17 1:00,25,21.1,0,16.8,0.1,58,-2
Dec 17 0:00,25,21.1,0,16.8,0.1,58,-2
Dec 16 23:00,25,21.1,0,16.8,0.1,58,-2
Dec 16 22:00,25,21.1,0,16.8,0.1,58,-1
Dec 16 21:00,24,21.1,0,16.8,0.1,59,-1
Dec 16 20:00,25,21.1,0,16.8,0.1,58,-2
Dec 16 19:00,26,21.1,0,16.8,0,58,-2
Dec 16 18:00,27,21.1,0,16.8,0,58,-2
Dec 16 17:00,28,21.2,0.1,16.8,0,59,-1
Dec 16 16:00,28,21.1,0,16.8,0,59,-1
Dec 16 15:00,30,21.1,0,16.8,0,59,-1
Dec 16 14:00,28,21.1,0,16.8,0,59,-1
Dec 16 13:00,30,21.1,0,16.8,0,59,-1
Dec 16 12:00,29,21.1,0,16.8,0,59,-1
Dec 16 11:00,28,21.1,0,16.8,0,59,-1
Dec 16 10:00,25,21.1,0,16.8,0.1,59,-1
Dec 16 9:00,24,21.1,0,16.8,0,59,-1
Dec 16 8:00,23,21.1,0,16.8,0,59,0
Dec 16 7:00,22,21.1,0,16.8,0.1,59,-1
Dec 16 6:00,23,21.1,0,16.8,0,59,-1
Dec 16 5:00,22,21.1,0,16.8,0,60,0
